Genome accession,Genus,Species,Strain,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Replicon_23
GCF_018736745.1_ASM1873674v1,Bacillus,mycoides,BPN09/1,"35,53",34,"32,92","33,14","32,54","28,78","32,54","32,83",,,,,,,,,,,,,,,
GCF_018739305.1_ASM1873930v1,Bacillus,mycoides,BPN121,"35,56","33,61","33,03","33,39","35,6","32,99",,,,,,,,,,,,,,,,,
GCF_018739365.1_ASM1873936v1,Bacillus,mycoides,BPN211,"35,57","33,53","33,4",,,,,,,,,,,,,,,,,,,,
GCF_018739385.1_ASM1873938v1,Bacillus,mycoides,BPN29/1,"35,46","33,37","31,99","30,7","29,79","28,26","31,17",,,,,,,,,,,,,,,,
GCF_018739445.1_ASM1873944v1,Bacillus,mycoides,BPN36/2,"35,53","33,16","36,74",,,,,,,,,,,,,,,,,,,,
GCF_018739485.1_ASM1873948v1,Bacillus,mycoides,BPN36/3,"35,57","33,6",,,,,,,,,,,,,,,,,,,,,
GCF_018739525.1_ASM1873952v1,Bacillus,mycoides,BPN37/2,"35,53","33,32","34,53","30,21","29,06",,,,,,,,,,,,,,,,,,
GCF_018739545.1_ASM1873954v1,Bacillus,mycoides,BPN43/2,"35,59","33,57","31,65","32,42","31,98",,,,,,,,,,,,,,,,,,
GCF_018739625.1_ASM1873962v1,Bacillus,mycoides,BPN51/1,"35,62","33,81",33,"30,88","31,6","32,19",,,,,,,,,,,,,,,,,
GCF_018739645.1_ASM1873964v1,Bacillus,mycoides,BPN52/2,"35,58","33,27","36,62",,,,,,,,,,,,,,,,,,,,
GCF_018739665.1_ASM1873966v1,Bacillus,mycoides,BPN54/2,"35,65","32,88","33,48","33,15","30,27","35,66","36,84","36,64",,,,,,,,,,,,,,,
GCF_018739685.1_ASM1873968v1,Bacillus,mycoides,BPN57/2,"35,65","33,43","32,8","34,63","36,88","32,66",,,,,,,,,,,,,,,,,
GCF_018739705.1_ASM1873970v1,Bacillus,mycoides,JAS014,"35,66",33,"32,46",,,,,,,,,,,,,,,,,,,,
GCF_018741005.1_ASM1874100v1,Bacillus,mycoides,BPN58/4,"35,55","34,04","32,36","35,45",,,,,,,,,,,,,,,,,,,
GCF_018741145.1_ASM1874114v1,Bacillus,mycoides,JAS06/1,"35,54","32,99",33,"30,79","51,47","31,33","52,14",,,,,,,,,,,,,,,,
GCF_018741165.1_ASM1874116v1,Bacillus,mycoides,JAS06/3,"35,55","33,35","33,39","36,3","31,87","31,04",,,,,,,,,,,,,,,,,
GCF_018741465.1_ASM1874146v1,Bacillus,mycoides,JAS1004,"35,58","33,45","33,65","34,25","35,24","35,32","32,8","33,17","32,4","30,59","29,69",,,,,,,,,,,,
GCF_018741505.1_ASM1874150v1,Bacillus,mycoides,JAS12/5,"35,57","33,36","36,89","34,88","29,83",,,,,,,,,,,,,,,,,,
GCF_018741565.1_ASM1874156v1,Bacillus,mycoides,JAS23/1,"35,55","33,05",,,,,,,,,,,,,,,,,,,,,
GCF_018741645.1_ASM1874164v1,Bacillus,mycoides,JAS481,"35,58","33,77","32,68","33,36","31,34","31,93",,,,,,,,,,,,,,,,,
GCF_018742045.1_ASM1874204v1,Bacillus,mycoides,JAS12/5,"35,57","33,36","34,88","29,8",,,,,,,,,,,,,,,,,,,
GCF_018742225.1_ASM1874222v1,Bacillus,mycoides,JAS635,"35,6","33,66","34,15","32,92","34,52","35,13","35,19","34,95","31,95","30,73","34,11",,,,,,,,,,,,
GCF_018742245.1_ASM1874224v1,Bacillus,mycoides,JAS823,"35,63","33,21","36,92","30,19","35,12",,,,,,,,,,,,,,,,,,
GCF_018742265.1_ASM1874226v1,Bacillus,mycoides,JAS85/1,"35,44","32,93","37,12","33,63","34,49","32,52","52,13","52,51",,,,,,,,,,,,,,,
GCF_018742285.1_ASM1874228v1,Bacillus,mycoides,JAS94/5,"35,56","34,11","28,4","32,16",,,,,,,,,,,,,,,,,,,
GCF_018751995.1_ASM1875199v1,Bacillus,mycoides,JAS15/1,"35,58","33,91","32,51","33,12","31,33","31,45","31,58","34,41",,,,,,,,,,,,,,,
GCF_022532085.1_ASM2253208v1,Bacillus,mycoides,LX30,"35,52","33,16","33,48","31,13","30,66","29,89",,,,,,,,,,,,,,,,,
GCF_022630575.1_ASM2263057v1,Bacillus,mycoides,DSM_2048,"35,58","33,86","28,71",,,,,,,,,,,,,,,,,,,,
GCF_018141025.1_ASM1814102v1,Bacillus,nitratireducens,BM02,"35,58","34,21","32,75","33,79",,,,,,,,,,,,,,,,,,,
GCF_020861345.1_ASM2086134v1,Bacillus,pacificus,anQ-h4,"35,53","33,45",,,,,,,,,,,,,,,,,,,,,
GCF_008365255.1_ASM836525v1,Bacillus,paralicheniformis,A4-3,"45,77","40,36","40,08",,,,,,,,,,,,,,,,,,,,
GCF_021654735.1_ASM2165473v1,Bacillus,paralicheniformis,J36TS2,"45,91","36,52",,,,,,,,,,,,,,,,,,,,,
GCF_009648955.1_ASM964895v1,Bacillus,paranthracis,CFSAN068816,"35,57","34,17","31,58","34,13","34,66","34,91",,,,,,,,,,,,,,,,,
GCF_009799965.1_ASM979996v1,Bacillus,paranthracis,BC307,"35,56","33,77","33,3","33,59",,,,,,,,,,,,,,,,,,,
GCF_021249305.1_ASM2124930v1,Bacillus,paranthracis,SHOU-BC01,"35,53","33,66",,,,,,,,,,,,,,,,,,,,,
GCF_023824115.1_ASM2382411v1,Bacillus,paranthracis,KF11,"35,56","33,26",,,,,,,,,,,,,,,,,,,,,
GCF_000742855.1_ASM74285v1,Bacillus,pseudomycoides,219298,"35,81","33,36","33,99","32,49","33,05","33,75",,,,,,,,,,,,,,,,,
GCF_022811845.1_ASM2281184v1,Bacillus,pseudomycoides,N451-2,"35,7","34,95","33,17","33,64",,,,,,,,,,,,,,,,,,,
GCF_001578205.1_ASM157820v1,Bacillus,pumilus,SH-B9,"41,57","35,69",,,,,,,,,,,,,,,,,,,,,
GCF_001704975.1_ASM170497v1,Bacillus,pumilus,PDSLzg-1,"41,96","39,36",,,,,,,,,,,,,,,,,,,,,
GCF_020535425.1_ASM2053542v1,Bacillus,pumilus,BIM_B-171,"41,67","36,77",,,,,,,,,,,,,,,,,,,,,
GCF_024498355.1_ASM2449835v1,Bacillus,pumilus,NDY-10,"41,78","35,37",,,,,,,,,,,,,,,,,,,,,
GCF_001895885.1_ASM189588v1,Bacillus,safensis,KCTC_12796BP,"41,45","37,34",,,,,,,,,,,,,,,,,,,,,
GCF_001938665.1_ASM193866v1,Bacillus,safensis,U14-5,"41,41","32,06","65,12",,,,,,,,,,,,,,,,,,,,
GCF_023716825.1_ASM2371682v1,Bacillus,safensis,AHB11,"41,75","37,06",,,,,,,,,,,,,,,,,,,,,
GCF_002850535.1_ASM285053v1,Bacillus,siamensis,SCSIO_05746,"45,99","38,08",,,,,,,,,,,,,,,,,,,,,
GCF_016313165.1_ASM1631316v1,Bacillus,siamensis,B28,"45,86","42,13","42,74",,,,,,,,,,,,,,,,,,,,
GCF_001050115.1_ASM105011v1,Bacillus,smithii,DSM_4216,"40,77","35,9",,,,,,,,,,,,,,,,,,,,,
GCF_000877815.1_ASM87781v1,Bacillus,sp.,YP1,"43,81","35,09",,,,,,,,,,,,,,,,,,,,,
GCF_001831375.1_ASM183137v1,Bacillus,sp.,ABP14,"35,44","30,4",,,,,,,,,,,,,,,,,,,,,
GCF_001999205.1_ASM199920v1,Bacillus,sp.,275,"46,33","43,25",,,,,,,,,,,,,,,,,,,,,
GCF_002073415.2_ASM207341v2,Bacillus,sp.,FDAARGOS_235,"35,46","32,65","30,16","35,06",,,,,,,,,,,,,,,,,,,
GCF_002763675.1_ASM276367v1,Bacillus,sp.,Lzh-5,"46,41","40,54",,,,,,,,,,,,,,,,,,,,,
GCF_003812125.1_ASM381212v1,Bacillus,sp.,FDAARGOS_527,"35,63","33,82","36,57","34,77","29,35","33,51","28,22","34,46","33,08",,,,,,,,,,,,,,
GCF_004322655.1_ASM432265v1,Bacillus,sp.,SYJ,"35,51","31,91","29,75",,,,,,,,,,,,,,,,,,,,
GCF_005154805.1_ASM515480v1,Bacillus,sp.,S3,"40,3","36,74",,,,,,,,,,,,,,,,,,,,,
GCF_007363175.1_ASM736317v1,Bacillus,sp.,BD59S,"35,41","32,94","33,38",,,,,,,,,,,,,,,,,,,,
GCF_008274865.1_ASM827486v1,Bacillus,sp.,AR4-2,"35,35","33,3","34,35",,,,,,,,,,,,,,,,,,,,
GCF_008274905.1_ASM827490v1,Bacillus,sp.,JAS24-2,"35,32","32,2","32,66",,,,,,,,,,,,,,,,,,,,
GCF_008432245.1_ASM843224v1,Bacillus,sp.,BS98,"35,47","32,53","32,61","30,48","30,79",,,,,,,,,,,,,,,,,,
GCF_009861435.1_ASM986143v1,Bacillus,sp.,A260,"35,36","31,75",,,,,,,,,,,,,,,,,,,,,
GCF_018885385.1_ASM1888538v1,Bacillus,sp.,JNUCC-24,"41,68","37,72",,,,,,,,,,,,,,,,,,,,,
GCF_019334685.1_ASM1933468v1,Bacillus,sp.,LJBS17,"43,6","35,13","37,35",,,,,,,,,,,,,,,,,,,,
GCF_020091665.1_ASM2009166v1,Bacillus,sp.,PM8313,"45,25","35,64",,,,,,,,,,,,,,,,,,,,,
GCF_020149975.1_ASM2014997v1,Bacillus,sp.,CRB-7,"35,42","34,51",,,,,,,,,,,,,,,,,,,,,
GCF_020783355.1_ASM2078335v1,Bacillus,sp.,BC1-43,"43,61","39,39",,,,,,,,,,,,,,,,,,,,,
GCF_022637375.1_ASM2263737v1,Bacillus,sp.,N5/665,"35,37","32,07",,,,,,,,,,,,,,,,,,,,,
GCF_022701035.1_ASM2270103v1,Bacillus,sp.,N447-1,"35,36","33,07",,,,,,,,,,,,,,,,,,,,,
GCF_022809835.1_ASM2280983v1,Bacillus,sp.,ZJS3,"35,43","32,26","99,81","30,46",,,,,,,,,,,,,,,,,,,
GCF_023100705.1_ASM2310070v1,Bacillus,sp.,H8-1,"38,28","33,06","35,87","39,29",,,,,,,,,,,,,,,,,,,
GCF_023101325.1_ASM2310132v1,Bacillus,sp.,PGP15,"35,47","33,31","33,31",,,,,,,,,,,,,,,,,,,,
GCF_023278545.1_ASM2327854v1,Bacillus,sp.,ZHX3,"43,47","37,82","40,98",,,,,,,,,,,,,,,,,,,,
GCF_023823775.1_ASM2382377v1,Bacillus,sp.,CMF21,"40,1","37,14",,,,,,,,,,,,,,,,,,,,,
GCF_001747445.1_ASM174744v1,Bacillus,subtilis,HRBS-10TDI13,"43,32","39,04",,,,,,,,,,,,,,,,,,,,,
GCF_001890405.1_ASM189040v1,Bacillus,subtilis,KH2,"43,48","38,06",,,,,,,,,,,,,,,,,,,,,
GCF_001902555.1_ASM190255v1,Bacillus,subtilis,29R7-12,"43,47","37,83","40,75",,,,,,,,,,,,,,,,,,,,
GCF_002055965.1_ASM205596v1,Bacillus,subtilis,NCIB_3610,"43,51","35,11",,,,,,,,,,,,,,,,,,,,,
GCF_002216085.1_ASM221608v1,Bacillus,subtilis,SX01705,"43,86","36,76","39,84",,,,,,,,,,,,,,,,,,,,
GCF_002893805.1_ASM289380v1,Bacillus,subtilis,BJ3-2,"43,66","39,56",,,,,,,,,,,,,,,,,,,,,
GCF_003665215.1_ASM366521v1,Bacillus,subtilis,PJ-7,"43,15","34,14",,,,,,,,,,,,,,,,,,,,,
GCF_003665275.1_ASM366527v1,Bacillus,subtilis,2RL2-3,"43,35","35,18","38,07",,,,,,,,,,,,,,,,,,,,
GCF_003665295.1_ASM366529v1,Bacillus,subtilis,N4-2,"43,47","37,82",,,,,,,,,,,,,,,,,,,,,
GCF_004101565.1_ASM410156v1,Bacillus,subtilis,SRCM104011,"43,82","40,93",,,,,,,,,,,,,,,,,,,,,
GCF_004103535.1_ASM410353v1,Bacillus,subtilis,SRCM103517,"43,55","46,8",,,,,,,,,,,,,,,,,,,,,
GCF_004119535.1_ASM411953v1,Bacillus,subtilis,SRCM103689,"43,94","46,41",,,,,,,,,,,,,,,,,,,,,
GCF_004119775.1_ASM411977v1,Bacillus,subtilis,SRCM103612,"43,32","44,61","35,17","42,61",,,,,,,,,,,,,,,,,,,
GCF_009363835.1_ASM936383v1,Bacillus,subtilis,JAAA,"43,3","39,48",,,,,,,,,,,,,,,,,,,,,
GCF_009913275.1_ASM991327v1,Bacillus,subtilis,SRCM102754,"43,42","37,37",,,,,,,,,,,,,,,,,,,,,
GCF_015654205.1_ASM1565420v1,Bacillus,subtilis,SH1,"43,88","34,79",,,,,,,,,,,,,,,,,,,,,
GCF_018986855.1_ASM1898685v1,Bacillus,subtilis,Miz-8,"43,5","40,75",,,,,,,,,,,,,,,,,,,,,
GCF_021172185.1_ASM2117218v1,Bacillus,subtilis,NIB353,"43,32","35,02","40,33","41,39","38,3","36,4",,,,,,,,,,,,,,,,,
GCF_021497525.1_ASM2149752v1,Bacillus,subtilis,JNFE1126,"43,47","37,66","40,74",,,,,,,,,,,,,,,,,,,,
GCF_022647025.1_ASM2264702v1,Bacillus,subtilis,FX-1,"43,13","34,87",,,,,,,,,,,,,,,,,,,,,
GCF_000193355.1_ASM19335v1,Bacillus,thuringiensis,CT-43,"35,38","33,01","32,09","33,15","32,04","34,97","31,47","33,09","30,79","32,42","31,76",,,,,,,,,,,,
GCF_000292455.1_ASM29245v1,Bacillus,thuringiensis,HD-771,"35,16","32,97","33,17","34,32","32,01","36,02","35,23","33,5","30,07",,,,,,,,,,,,,,
GCF_000306745.1_ASM30674v1,Bacillus,thuringiensis,407,"35,41","31,52","32,29","35,65","30,79","29,75","32,21","31,76","31,62","34,82",,,,,,,,,,,,,
GCF_000338755.1_ASM33875v1,Bacillus,thuringiensis,HD73,"35,28","34,66","30,78","33,76","31,81","30,79","29,73","32,21",,,,,,,,,,,,,,,
GCF_000341665.1_ASM34166v1,Bacillus,thuringiensis,IS5056,"35,38","32,59","33,02","32,71","31,05","33,21","31,81","34,68","34,85","33,34","35,65","31,58","33,04","32,42","31,76",,,,,,,,
GCF_000497525.1_ASM49752v2,Bacillus,thuringiensis,YBT-1518,"35,42","35,02","33,82","33,9","33,67","36,54","29,52",,,,,,,,,,,,,,,,
GCF_000803665.1_ASM80366v1,Bacillus,thuringiensis,HD-29,"35,29","32,86","33,22","31,7","32,23","34,89","35,46","39,91","31,52","33,73","29,56",,,,,,,,,,,,
GCF_000832485.1_ASM83248v1,Bacillus,thuringiensis,HD1011,"35,47","32,53","33,35","33,91","32,55",,,,,,,,,,,,,,,,,,
GCF_000832825.1_ASM83282v1,Bacillus,thuringiensis,HD571,"35,42","36,15",,,,,,,,,,,,,,,,,,,,,
GCF_000832925.1_ASM83292v1,Bacillus,thuringiensis,HD682,"35,47","34,96","30,22","36,26",,,,,,,,,,,,,,,,,,,
GCF_000833085.1_ASM83308v1,Bacillus,thuringiensis,97-27,"35,4","32,61",,,,,,,,,,,,,,,,,,,,,
GCF_000940785.1_ASM94078v1,Bacillus,thuringiensis,BGSC_4AA1,"35,33","33,71","34,46","30,31","32,23","29,27","41,59",,,,,,,,,,,,,,,,
GCF_001017635.1_ASM101763v1,Bacillus,thuringiensis,YC-10,"35,29","32,86","31,07","32,18","33,5","35,44","31,3","38,36","30,8","29,26",,,,,,,,,,,,,
GCF_001182785.1_ASM118278v1,Bacillus,thuringiensis,HS18-1,"35,43","32,71","33,25","33,54","31,06","36,18","36,17","28,49","32,29","37,07",,,,,,,,,,,,,
GCF_001183785.1_ASM118378v1,Bacillus,thuringiensis,HD521,"35,28","31,99","33,08","34,37","29,79","35,91","29,45",,,,,,,,,,,,,,,,
GCF_001420855.1_ASM142085v1,Bacillus,thuringiensis,YWC2-8,"35,29","33,49","32,22","30,98","33,5","35,44","30,79",,,,,,,,,,,,,,,,
GCF_001455345.1_ASM145534v1,Bacillus,thuringiensis,CTC,"35,4","34,89",,,,,,,,,,,,,,,,,,,,,
GCF_001548175.1_ASM154817v1,Bacillus,thuringiensis,Pasteur_Institute_Standard_strain,"35,36","32,5","33,38","32,82","34,49","33,08","37,38","31,79","32,42",,,,,,,,,,,,,,
GCF_001595725.1_ASM159572v1,Bacillus,thuringiensis,Bt185,"35,32","32,06","32,69","35,57","34,73","31,16","35,3","31,99","33,44",,,,,,,,,,,,,,
GCF_001598095.1_ASM159809v1,Bacillus,thuringiensis,HD12,"35,36","33,07","33,74","32,97","35,08","35,06","32,88",,,,,,,,,,,,,,,,
GCF_001618665.1_ASM161866v1,Bacillus,thuringiensis,Bc601,"35,3","33,67","32,48","31,21","33,62","30,87","31,11",,,,,,,,,,,,,,,,
GCF_001640965.1_ASM164096v1,Bacillus,thuringiensis,BGSC_4C1,"35,36","32,74","33,76","31,5","29,98","32,52","36,08",,,,,,,,,,,,,,,,
GCF_001685565.1_ASM168556v1,Bacillus,thuringiensis,MYBT18246,"35,49","34,66","34,72","34,02","35,33","33,74","34,43","35,86","36,44","37,09","35,45","31,6",,,,,,,,,,,
GCF_001692675.1_ASM169267v1,Bacillus,thuringiensis,KNU-07,"35,31","32,21","32,16",,,,,,,,,,,,,,,,,,,,
GCF_001721165.1_ASM172116v1,Bacillus,thuringiensis,Bt18247,"35,33","32,8","34,05","33,49","34,47","32,49","36,65",,,,,,,,,,,,,,,,
GCF_002025105.1_ASM202510v1,Bacillus,thuringiensis,L-7601,"35,18","32,83","35,51","35,79",,,,,,,,,,,,,,,,,,,
GCF_002119445.1_ASM211944v1,Bacillus,thuringiensis,ATCC_10792,"35,32","32,69","31,15","35,23","32,65","31,59",,,,,,,,,,,,,,,,,
GCF_002173755.1_ASM217375v1,Bacillus,thuringiensis,SCG04-02,"35,32","31,93","33,15","35,52","32,02",,,,,,,,,,,,,,,,,,
GCF_002184245.1_ASM218424v1,Bacillus,thuringiensis,YGd22-03,"35,23","34,54","32,08","31,99","33,01","32,02",,,,,,,,,,,,,,,,,
GCF_002222555.1_ASM222255v1,Bacillus,thuringiensis,c25,"35,32","32,24",,,,,,,,,,,,,,,,,,,,,
GCF_003054785.2_ASM305478v2,Bacillus,thuringiensis,BT62,"35,32","33,42","32,93","30,77","34,39",,,,,,,,,,,,,,,,,,
GCF_003546665.1_ASM354666v1,Bacillus,thuringiensis,LM1212,"35,56","35,07","35,92","34,48","33,84","37,24","32,95","34,93","34,85",,,,,,,,,,,,,,
GCF_003626955.1_ASM362695v1,Bacillus,thuringiensis,QZL38,"35,29","32,24","32,79","35,63","34,35","35,19","31,74",,,,,,,,,,,,,,,,
GCF_003991175.1_ASM399117v1,Bacillus,thuringiensis,C15,"35,42","35,22","33,51","34,1","34,23","33,05","29,07","32,26","34,72",,,,,,,,,,,,,,
GCF_006151925.1_ASM615192v1,Bacillus,thuringiensis,HM-311,"35,27","32,06","44,18","37,47",,,,,,,,,,,,,,,,,,,
GCF_013113775.1_ASM1311377v1,Bacillus,thuringiensis,BGSC_4Q7rifR,"35,46","36,59",,,,,,,,,,,,,,,,,,,,,
GCF_013267295.1_ASM1326729v1,Bacillus,thuringiensis,FDAARGOS_796,"35,26","33,35","36,59","31,93","32,33","40,34","35,41","35,51",,,,,,,,,,,,,,,
GCF_013267315.1_ASM1326731v1,Bacillus,thuringiensis,FDAARGOS_795,"35,47","33,35","33,91","32,56",,,,,,,,,,,,,,,,,,,
GCF_013267335.1_ASM1326733v1,Bacillus,thuringiensis,FDAARGOS_793,"35,42","36,15","35,79",,,,,,,,,,,,,,,,,,,,
GCF_013267795.1_ASM1326779v1,Bacillus,thuringiensis,FDAARGOS_794,"35,45","34,96","34,96","30,22","36,26",,,,,,,,,,,,,,,,,,
GCF_013340745.1_ASM1334074v1,Bacillus,thuringiensis,HER1410,"35,38","32,33","35,33","34,38",,,,,,,,,,,,,,,,,,,
GCF_016070565.1_ASM1607056v1,Bacillus,thuringiensis,H3,"35,41","32,94","34,09","32,54",,,,,,,,,,,,,,,,,,,
GCF_017751245.1_ASM1775124v1,Bacillus,thuringiensis,Bt-GS57,"35,28","32,89","33,93","32,32",,,,,,,,,,,,,,,,,,,
GCF_020809105.1_ASM2080910v1,Bacillus,thuringiensis,ABTS-351,"35,29","32,61","33,16",31,"32,18","33,5","34,7","35,44","31,1","38,42","30,79","29,76","32,16","34,77","34,82",,,,,,,,
GCF_020809165.1_ASM2080916v1,Bacillus,thuringiensis,NB-176,"35,35","33,04","32,23","35,45",31,,,,,,,,,,,,,,,,,,
GCF_021595545.1_ASM2159554v1,Bacillus,thuringiensis,B13,"35,44","32,25",,,,,,,,,,,,,,,,,,,,,
GCF_021651035.1_ASM2165103v1,Bacillus,thuringiensis,x023,"35,29","33,16","30,99","33,64","30,81","30,83","30,83","30,85","32,2","32,21",,,,,,,,,,,,,
GCF_022810725.1_ASM2281072v1,Bacillus,thuringiensis,4AA1,"35,35","33,93","32,61","30,42","32,23","35,44",31,,,,,,,,,,,,,,,,
GCF_022816845.1_ASM2281684v1,Bacillus,thuringiensis,LX43,"35,3","32,61","31,82","34,79","30,06","34,49","31,18",,,,,,,,,,,,,,,,
GCF_023824095.1_ASM2382409v1,Bacillus,thuringiensis,KF1,"35,32","33,19","30,64","35,91",,,,,,,,,,,,,,,,,,,
GCF_023921665.1_ASM2392166v1,Bacillus,thuringiensis,IMBL-B9,"35,28","32,78","33,05","34,67",32,"34,11","35,68","35,32","32,91","35,15","34,09","29,92","32,21","31,58","32,83","33,38",,,,,,,
GCF_000008505.1_ASM850v1,Bacillus,thuringiensis],97-27,"35,41","32,64",,,,,,,,,,,,,,,,,,,,,
GCF_000496285.1_ASM49628v1,Bacillus,toyonensis,BCT-7112,"35,6","32,93","31,4",,,,,,,,,,,,,,,,,,,,
GCF_016605985.1_ASM1660598v1,Bacillus,toyonensis,P18,"35,42","32,86",,,,,,,,,,,,,,,,,,,,,
GCF_018739605.1_ASM1873960v1,Bacillus,toyonensis,BPN45/4,"35,33","32,43","28,04",,,,,,,,,,,,,,,,,,,,
GCF_018741125.1_ASM1874112v1,Bacillus,toyonensis,JAS03/3,"35,45","33,02","32,81","32,01","30,54",,,,,,,,,,,,,,,,,,
GCF_018741525.1_ASM1874152v1,Bacillus,toyonensis,JAS13/1,"35,4","32,97","33,07","31,88",,,,,,,,,,,,,,,,,,,
GCF_018779945.3_ASM1877994v3,Bacillus,toyonensis,HA0190,"35,45","32,68","32,6",,,,,,,,,,,,,,,,,,,,
GCF_013331815.1_ASM1333181v1,Bacillus,tropicus,FDAARGOS_782,"35,45","30,81",,,,,,,,,,,,,,,,,,,,,
GCF_016026855.1_ASM1602685v1,Bacillus,tropicus,FDAARGOS_920,"35,52","32,57",,,,,,,,,,,,,,,,,,,,,
GCF_016027575.1_ASM1602757v1,Bacillus,tropicus,FDAARGOS_897,"35,39","31,72","32,63","36,48",,,,,,,,,,,,,,,,,,,
GCF_018141085.1_ASM1814108v1,Bacillus,tropicus,LM1212-DB,"35,58","35,47","34,48","33,81","37,21","32,95",,,,,,,,,,,,,,,,,
GCF_023159405.1_ASM2315940v1,Bacillus,tropicus,EMB20,"35,52","33,01","32,63","36,54","30,45","29,2",,,,,,,,,,,,,,,,,
GCF_023824035.1_ASM2382403v1,Bacillus,tropicus,CK18,"35,48","32,74","34,15",,,,,,,,,,,,,,,,,,,,
GCF_000769555.1_ASM76955v1,Bacillus,velezensis,JS25R,"46,4","40,32",,,,,,,,,,,,,,,,,,,,,
GCF_001857985.1_ASM185798v1,Bacillus,velezensis,9912D,"46,03","41,08",,,,,,,,,,,,,,,,,,,,,
GCF_002005345.1_ASM200534v1,Bacillus,velezensis,GH1-13,"46,17","31,72",,,,,,,,,,,,,,,,,,,,,
GCF_002205715.1_ASM220571v1,Bacillus,velezensis,T20E-257,"46,71","39,37",,,,,,,,,,,,,,,,,,,,,
GCF_002216755.1_ASM221675v1,Bacillus,velezensis,157,"46,41","43,35","35,28",,,,,,,,,,,,,,,,,,,,
GCF_002238395.1_ASM223839v1,Bacillus,velezensis,NJAU-Z9,"46,78","39,52","39,98",,,,,,,,,,,,,,,,,,,,
GCF_002893845.1_ASM289384v1,Bacillus,velezensis,10075,"46,08","43,74",,,,,,,,,,,,,,,,,,,,,
GCF_002944585.1_ASM294458v1,Bacillus,velezensis,DKU_NT_04,"45,58","35,06","40,46",,,,,,,,,,,,,,,,,,,,
GCF_002968415.1_ASM296841v1,Bacillus,velezensis,CGMCC_11640,"45,72","40,42",,,,,,,,,,,,,,,,,,,,,
GCF_003667745.1_ASM366774v1,Bacillus,velezensis,Bac57,"45,88","40,67",,,,,,,,,,,,,,,,,,,,,
GCF_004337655.1_ASM433765v1,Bacillus,velezensis,LB002,"46,51","47,71","44,4","48,14",,,,,,,,,,,,,,,,,,,
GCF_014048285.1_ASM1404828v1,Bacillus,velezensis,JSRB_166,"46,38","52,59",,,,,,,,,,,,,,,,,,,,,
GCF_015732475.1_ASM1573247v1,Bacillus,velezensis,FIO1408,"46,06","58,55","56,8",,,,,,,,,,,,,,,,,,,,
GCF_016406185.1_ASM1640618v1,Bacillus,velezensis,Mr12,"46,67","38,05",,,,,,,,,,,,,,,,,,,,,
GCF_016904925.1_ASM1690492v1,Bacillus,velezensis,Sam8H1,"46,52","35,38",,,,,,,,,,,,,,,,,,,,,
GCF_017347625.1_ASM1734762v1,Bacillus,velezensis,AD-3,"46,38","36,86",,,,,,,,,,,,,,,,,,,,,
GCF_018398955.1_ASM1839895v1,Bacillus,velezensis,VTX9,"46,51","37,6","35,25","38,07","39,86","42,16",,,,,,,,,,,,,,,,,
GCF_018406485.1_ASM1840648v1,Bacillus,velezensis,KOF112,"46,53","36,18",,,,,,,,,,,,,,,,,,,,,
GCF_018866365.1_ASM1886636v1,Bacillus,velezensis,GMEKP1,"46,47","41,54","40,42",,,,,,,,,,,,,,,,,,,,
GCF_019285615.1_ASM1928561v1,Bacillus,velezensis,LBY-1,"46,15","42,97","35,65","42,25",,,,,,,,,,,,,,,,,,,
GCF_019880485.1_ASM1988048v1,Bacillus,velezensis,BIM_B-454D,"45,9","39,94","41,98","42,29",,,,,,,,,,,,,,,,,,,
GCF_020149525.1_ASM2014952v1,Bacillus,velezensis,DMB05,"46,51","45,11","46,85",,,,,,,,,,,,,,,,,,,,
GCF_022370935.1_ASM2237093v1,Bacillus,velezensis,HNU24,"46,47","52,67","35,46",,,,,,,,,,,,,,,,,,,,
GCF_022760025.1_ASM2276002v1,Bacillus,velezensis,AP3,"46,5","45,55",,,,,,,,,,,,,,,,,,,,,
GCF_023546985.1_ASM2354698v1,Bacillus,velezensis,HMB26553,"46,4","35,05","43,1",,,,,,,,,,,,,,,,,,,,
GCF_023586825.1_ASM2358682v1,Bacillus,velezensis,V_3.14,"46,49","35,56","41,39","37,73",,,,,,,,,,,,,,,,,,,
GCF_023823715.1_ASM2382371v1,Bacillus,velezensis,CK17,"46,59","42,1",,,,,,,,,,,,,,,,,,,,,
GCF_001889165.1_ASM188916v1,Bacillus,weihaiensis,Alg07,"36,48","35,02",,,,,,,,,,,,,,,,,,,,,
GCF_008807735.1_ASM880773v1,Bacillus,wiedmannii,SR52,"35,42","36,81",,,,,,,,,,,,,,,,,,,,,
GCF_018741285.1_ASM1874128v1,Bacillus,wiedmannii,JAS07/5,"35,54","32,32","31,9",,,,,,,,,,,,,,,,,,,,
GCF_022810705.1_ASM2281070v1,Bacillus,wiedmannii,Bt18679,"35,51","33,93","34,85","34,82","35,2","33,14","31,96","31,19","30,15","32,11",,,,,,,,,,,,,
GCF_008932115.1_ASM893211v1,Bradyrhizobium,betae,PL7HG1,"64,5","60,59",,,,,,,,,,,,,,,,,,,,,
