Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013375715.1_ASM1337571v1,Ralstonia,solanacearum,FJAT91-F1,3873221,2000885,,,,,,,,,,,,,,,,,,,,,,5874106_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013375735.1_ASM1337573v1,Ralstonia,solanacearum,FJAT91-F8,3873088,2000795,,,,,,,,,,,,,,,,,,,,,,5873883_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013704765.1_ASM1370476v1,Ralstonia,solanacearum,FJAT15244-F8,3787707,2133893,,,,,,,,,,,,,,,,,,,,,,5921600_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014041975.1_ASM1404197v1,Ralstonia,solanacearum,YQ,3782949,2039736,,,,,,,,,,,,,,,,,,,,,,5822685_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014490805.1_ASM1449080v1,Ralstonia,solanacearum,FJAT454.F50-1,3941499,2074598,,,,,,,,,,,,,,,,,,,,,,6016097_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014884685.1_ASM1488468v1,Ralstonia,solanacearum,RUN2474,3712138,1942331,,,,,,,,,,,,,,,,,,,,,,5654469_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014884705.1_ASM1488470v1,Ralstonia,solanacearum,RUN2279,3835000,1911272,,,,,,,,,,,,,,,,,,,,,,5746272_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014884725.1_ASM1488472v1,Ralstonia,solanacearum,UW763,3762104,2021285,,,,,,,,,,,,,,,,,,,,,,5783389_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014884745.1_ASM1488474v1,Ralstonia,solanacearum,Rs5,3592797,1837383,,,,,,,,,,,,,,,,,,,,,,5430180_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015097935.1_ASM1509793v1,Ralstonia,solanacearum,MAFF_211471,3914648,2139380,,,,,,,,,,,,,,,,,,,,,,6054028_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015098135.1_ASM1509813v1,Ralstonia,solanacearum,MAFF_211479,3774488,2131108,,,,,,,,,,,,,,,,,,,,,,5905596_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015098255.1_ASM1509825v1,Ralstonia,solanacearum,MAFF_211491,3635021,2094349,,,,,,,,,,,,,,,,,,,,,,5729370_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015098475.1_ASM1509847v1,Ralstonia,solanacearum,MAFF_301560,3826386,1936579,,,,,,,,,,,,,,,,,,,,,,5762965_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015098595.1_ASM1509859v1,Ralstonia,solanacearum,MAFF_241647,3820899,2077684,,,,,,,,,,,,,,,,,,,,,,5898583_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015098755.1_ASM1509875v1,Ralstonia,solanacearum,MAFF_241648,3779928,2107950,,,,,,,,,,,,,,,,,,,,,,5887878_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015698345.1_ASM1569834v1,Ralstonia,solanacearum,MAFF_211472,3914553,2139380,,,,,,,,,,,,,,,,,,,,,,6053933_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015698365.1_ASM1569836v1,Ralstonia,solanacearum,MAFF_211479,3774488,2131116,,,,,,,,,,,,,,,,,,,,,,5905604_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015698385.1_ASM1569838v1,Ralstonia,solanacearum,MAFF_311693,3680093,2117975,71852,,,,,,,,,,,,,,,,,,,,,5869920_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_015999365.1_ASM1599936v1,Ralstonia,solanacearum,362200,3721710,2034020,101780,,,,,,,,,,,,,,,,,,,,,5857510_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018540425.1_ASM1854042v1,Ralstonia,solanacearum,SY1,3702477,2177065,,,,,,,,,,,,,,,,,,,,,,5879542_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018731965.1_ASM1873196v1,Ralstonia,solanacearum,Rs-SY1,3653887,2055017,,,,,,,,,,,,,,,,,,,,,,5708904_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018733955.1_ASM1873395v1,Ralstonia,solanacearum,RS24,3908757,2077399,118798,,,,,,,,,,,,,,,,,,,,,6104954_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_020923475.1_ASM2092347v1,Ralstonia,solanacearum,FJ1003,3753705,1996333,146771,,,,,,,,,,,,,,,,,,,,,5896809_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002393485.1_ASM239348v1,Ralstonia,pickettii,FDAARGOS_410,3335385,1482667,,,,,,,,,,,,,,,,,,,,,,4818052_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016466415.2_ASM1646641v2,Ralstonia,pickettii,K-288,3415996,1364013,51411,,,,,,,,,,,,,,,,,,,,,4831420_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009578005.1_ASM957800v1,Burkholderia,glumae,GX,3712850,2750046,201571,105587,96100,,,,,,,,,,,,,,,,,,,6866154_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009931375.1_ASM993137v1,Burkholderia,glumae,257sh-1,3537953,2763738,214469,175525,,,,,,,,,,,,,,,,,,,,6691685_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_012974245.1_ASM1297424v1,Burkholderia,glumae,HN1,3611155,2869204,185112,7606,7338,,,,,,,,,,,,,,,,,,,6680415_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013122645.1_ASM1312264v1,Burkholderia,glumae,HN2,3532897,2745532,281656,,,,,,,,,,,,,,,,,,,,,6560085_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013307145.1_ASM1330714v1,Burkholderia,glumae,411gr-6,3601960,2783312,193251,169072,,,,,,,,,,,,,,,,,,,,6747595_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013307165.1_ASM1330716v1,Burkholderia,glumae,336gr-1,3596519,2850144,185577,135963,111135,,,,,,,,,,,,,,,,,,,6879338_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016026055.1_ASM1602605v1,Burkholderia,glumae,FDAARGOS_949,3659799,2820518,196019,144540,,,,,,,,,,,,,,,,,,,,6820876_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016598875.1_ASM1659887v1,Burkholderia,glumae,FDAARGOS_921,3659785,2820468,196019,144520,24872,,,,,,,,,,,,,,,,,,,6845664_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017858835.1_ASM1785883v1,Burkholderia,glumae,957856-41-c,3761157,2836688,181392,168969,,,,,,,,,,,,,,,,,,,,6948206_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_024022955.1_ASM2402295v1,Burkholderia,glumae,GR20004,3746832,2864763,154173,136716,121702,,,,,,,,,,,,,,,,,,,7024186_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_002591665.3_ASM259166v3,Agrobacterium,tumefaciens,186,2943916,2212386,386412,177577,,,,,,,,,,,,,,,,,,,,5720291_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_002943835.1_ASM294383v1,Agrobacterium,tumefaciens,1D1609,3058772,2329227,243381,187640,166117,,,,,,,,,,,,,,,,,,,5985137_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003666425.1_ASM366642v1,Agrobacterium,tumefaciens,1D1108,2799706,2106029,502274,183311,176213,,,,,,,,,,,,,,,,,,,5767533_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003666445.1_ASM366644v1,Agrobacterium,tumefaciens,1D1460,2867449,2081870,520191,214233,,,,,,,,,,,,,,,,,,,,5683743_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003666465.1_ASM366646v1,Agrobacterium,tumefaciens,15955,2766748,2095493,814493,194263,,,,,,,,,,,,,,,,,,,,5870997_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003667905.1_ASM366790v1,Agrobacterium,tumefaciens,12D1,3027766,2258260,160006,,,,,,,,,,,,,,,,,,,,,5446032_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003667925.1_ASM366792v1,Agrobacterium,tumefaciens,A6,2832219,2096799,815853,194263,,,,,,,,,,,,,,,,,,,,5939134_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_005221325.1_ASM522132v1,Agrobacterium,tumefaciens,CFBP5499,2949438,2301325,438854,220025,158104,70848,,,,,,,,,,,,,,,,,,6138594_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_005221345.1_ASM522134v1,Agrobacterium,tumefaciens,CFBP5877,2878862,2262814,438854,220025,158104,37584,,,,,,,,,,,,,,,,,,5996243_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_005221385.1_ASM522138v1,Agrobacterium,tumefaciens,CFBP6623,3053646,2154279,260250,47742,,,,,,,,,,,,,,,,,,,,5515917_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_005221405.1_ASM522140v1,Agrobacterium,tumefaciens,CFBP7129,2848410,2421208,473557,380853,189955,155663,,,,,,,,,,,,,,,,,,6469646_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_005221425.1_ASM522142v1,Agrobacterium,tumefaciens,CFBP6624,2953857,2088590,483570,,,,,,,,,,,,,,,,,,,,,5526017_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_013401495.1_ASM1340149v1,Agrobacterium,tumefaciens,EML4,2861634,2081870,520191,214233,,,,,,,,,,,,,,,,,,,,5677928_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_014489975.1_ASM1448997v1,Agrobacterium,tumefaciens,BIM_B-1315G,2922353,2187309,,,,,,,,,,,,,,,,,,,,,,5109662_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016403145.1_ASM1640314v1,Agrobacterium,tumefaciens,FDAARGOS_1048,2833794,2088748,815865,194263,,,,,,,,,,,,,,,,,,,,5932670_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017726655.1_ASM1772665v1,Agrobacterium,tumefaciens,6N2,2913790,2168919,,,,,,,,,,,,,,,,,,,,,,5082709_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_022760295.1_ASM2276029v1,Agrobacterium,tumefaciens,LN-1,2908638,2260658,233332,183666,,,,,,,,,,,,,,,,,,,,5586294_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016864595.1_ASM1686459v1,Agrobacterium,rhizogenes,LBA9402,3958212,2005144,252168,,,,,,,,,,,,,,,,,,,,,6215524_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017584205.1_ASM1758420v1,Agrobacterium,rhizogenes,CA75/95,4026039,2584498,397688,,,,,,,,,,,,,,,,,,,,,7008225_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_018138105.1_ASM1813810v1,Agrobacterium,rhizogenes,A4,4013078,2671044,245508,181745,,,,,,,,,,,,,,,,,,,,7111375_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_013426715.1_ASM1342671v1,Agrobacterium,vitis,VAT03-9,3717176,1132123,609097,371025,257173,88753,48286,,,,,,,,,,,,,,,,,6223633_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_013426735.1_ASM1342673v1,Agrobacterium,vitis,VAR06-30,3769447,1162882,409071,309504,96407,88752,46112,,,,,,,,,,,,,,,,,5882175_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_013427035.1_ASM1342703v1,Agrobacterium,vitis,VAR03-1,3604775,1156266,648626,161351,,,,,,,,,,,,,,,,,,,,5571018_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_019797885.1_ASM1979788v1,Agrobacterium,vitis,F2/5,3663811,1185416,436826,204449,200742,150180,98206,,,,,,,,,,,,,,,,,5939630_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021559735.1_ASM2155973v1,Agrobacterium,vitis,CG412,3898818,1142166,266885,,,,,,,,,,,,,,,,,,,,,5307869_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021559755.1_ASM2155975v1,Agrobacterium,vitis,CG678,3745902,1128071,514751,370902,258841,,,,,,,,,,,,,,,,,,,6018467_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021559775.1_ASM2155977v1,Agrobacterium,vitis,CG78,3746962,1128071,514751,370903,258841,,,,,,,,,,,,,,,,,,,6019528_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021559795.1_ASM2155979v1,Agrobacterium,vitis,F2/5,3663850,1185420,436826,204451,200741,150182,98206,16110,,,,,,,,,,,,,,,,5955786_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_000807315.1_ASM80731v1,Bradyrhizobium,japonicum,E109,9224208,,,,,,,,,,,,,,,,,,,,,,,9224208_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_001887695.1_ASM188769v1,Bradyrhizobium,japonicum,J5,10138651,,,,,,,,,,,,,,,,,,,,,,,10138651_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_013752735.1_ASM1375273v1,Bradyrhizobium,japonicum,5038,9226248,,,,,,,,,,,,,,,,,,,,,,,9226248_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_021052365.1_ASM2105236v1,Bradyrhizobium,japonicum,CC829,9625657,431158,335549,109937,,,,,,,,,,,,,,,,,,,,10502301_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_023278145.1_ASM2327814v1,Bradyrhizobium,japonicum,S06B-BJ,9745549,572704,279984,159206,,,,,,,,,,,,,,,,,,,,10757443_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_900011245.1_BF49.v1,Bradyrhizobium,sp.,,7547693,,,,,,,,,,,,,,,,,,,,,,,7547693_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002944405.1_ASM294440v1,Sinorhizobium,fredii,NXT3,3967005,1702817,499999,387881,,,,,,,,,,,,,,,,,,,,6557702_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_024400375.1_ASM2440037v1,Sinorhizobium,fredii,SMH12,4022924,2394395,556376,,,,,,,,,,,,,,,,,,,,,6973695_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,,GCF_013170705.1_ASM1317070v1,Mesorhizobium,loti,NZP2042,6870350,,,,,,,,,,,,,,,,,,,,,,,6870350_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,,GCF_013170865.1_ASM1317086v1,Mesorhizobium,loti,SU343,6934480,242663,23770,,,,,,,,,,,,,,,,,,,,,7200913_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_000747295.1_ASM74729v1,Sinorhizobium,meliloti,RMO17,3649532,1617037,1466845,,,,,,,,,,,,,,,,,,,,,6733414_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197025.1_ASM219702v1,Sinorhizobium,meliloti,USDA1157,3791696,1700327,1433621,280209,,,,,,,,,,,,,,,,,,,,7205853_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197045.1_ASM219704v1,Sinorhizobium,meliloti,Rm41,3678504,1665079,1549593,247065,,,,,,,,,,,,,,,,,,,,7140241_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197065.1_ASM219706v1,Sinorhizobium,meliloti,USDA1106,3671869,1680729,1363628,,,,,,,,,,,,,,,,,,,,,6716226_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197105.1_ASM219710v1,Sinorhizobium,meliloti,KH35c,3668245,1624370,1279723,178451,,,,,,,,,,,,,,,,,,,,6750789_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197125.1_ASM219712v1,Sinorhizobium,meliloti,M162,3817269,1681904,892745,416269,,,,,,,,,,,,,,,,,,,,6808187_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197145.1_ASM219714v1,Sinorhizobium,meliloti,T073,3814348,1646425,1423499,158363,,,,,,,,,,,,,,,,,,,,7042635_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197165.1_ASM219716v1,Sinorhizobium,meliloti,HM006,3664783,1628141,1484605,220189,,,,,,,,,,,,,,,,,,,,6997718_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197445.1_ASM219744v1,Sinorhizobium,meliloti,USDA1021,3425977,2011522,1412628,297816,,,,,,,,,,,,,,,,,,,,7147943_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002197465.1_ASM219746v1,Sinorhizobium,meliloti,KH46,3699865,1683883,1597380,,,,,,,,,,,,,,,,,,,,,6981128_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002215195.1_ASM221519v1,Sinorhizobium,meliloti,CCMM_B554_(FSM-MA),3641423,1639840,1422736,,,,,,,,,,,,,,,,,,,,,6703999_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002302355.1_ASM230235v1,Sinorhizobium,meliloti,B401,3459457,1584717,1096825,,,,,,,,,,,,,,,,,,,,,6140999_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002302375.1_ASM230237v1,Sinorhizobium,meliloti,B399,3781386,1573992,1117190,,,,,,,,,,,,,,,,,,,,,6472568_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_009664245.1_ASM966424v1,Sinorhizobium,meliloti,AK21,3785735,1676618,1506823,209149,151735,,,,,,,,,,,,,,,,,,,7330060_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_015689095.1_ASM1568909v1,Sinorhizobium,meliloti,S35m,3610844,1716787,1514798,,,,,,,,,,,,,,,,,,,,,6842429_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_016406285.1_ASM1640628v1,Sinorhizobium,meliloti,AK76,3580177,1719217,1580177,172809,,,,,,,,,,,,,,,,,,,,7052380_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_020684825.1_ASM2068482v1,Sinorhizobium,meliloti,L6-AK89,3580141,1645902,1217792,349886,,,,,,,,,,,,,,,,,,,,6793721_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_021052665.1_ASM2105266v1,Sinorhizobium,meliloti,RRI128,3733090,1607182,1289339,306339,178254,152698,,,,,,,,,,,,,,,,,,7266902_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_001679785.1_ASM167978v1,Rhizobium,leguminosarum,Vaf10,5035299,1254530,622622,557598,309378,274981,265603,247808,,,,,,,,,,,,,,,,8567819_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_001890425.1_ASM189042v1,Rhizobium,leguminosarum,Vaf-108,5119898,1331126,517692,339300,278328,255060,236058,227762,142112,,,,,,,,,,,,,,,8447336_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_002953715.1_ASM295371v1,Rhizobium,leguminosarum,Norway,4906123,1098158,592529,557386,354350,279539,,,,,,,,,,,,,,,,,,7788085_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003290405.1_ASM329040v1,Rhizobium,leguminosarum,ATCC_14479,4883137,1234209,771583,630306,415988,,,,,,,,,,,,,,,,,,,7935223_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_011128975.1_ASM1112897v1,Rhizobium,leguminosarum,A1,5067161,804800,661136,632304,328507,154738,,,,,,,,,,,,,,,,,,7648646_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017348875.1_ASM1734887v1,Rhizobium,leguminosarum,OyaliB,4851563,1230906,538428,306962,279181,258762,,,,,,,,,,,,,,,,,,7465802_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017357305.1_ASM1735730v1,Rhizobium,leguminosarum,GLR17,5330343,669795,538250,370484,305722,288702,,,,,,,,,,,,,,,,,,7503296_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021391595.1_ASM2139159v1,Rhizobium,leguminosarum,Gr_12/7,4942111,1182792,643794,625601,368541,,,,,,,,,,,,,,,,,,,7762839_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_021391715.1_ASM2139171v1,Rhizobium,leguminosarum,Tp73_4,4972210,825442,688414,371703,366922,358971,,,,,,,,,,,,,,,,,,7583662_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_000769405.2_CC275e2020,Rhizobium,leguminosarum,CC275e,4835120,971705,492830,261950,260097,154225,142731,,,,,,,,,,,,,,,,,7118658_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_011604465.1_ASM1160446v1,Rhizobium,leguminosarum,31B,5178457,769502,709240,644077,511522,,,,,,,,,,,,,,,,,,,7812798_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_011604485.1_ASM1160448v1,Rhizobium,leguminosarum,9B,4854976,901131,464641,295757,261915,257052,,,,,,,,,,,,,,,,,,7035472_total
