,Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
1110,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002813875.1_ASM281387v1,Bacillus,cereus,MLY1,5561815,158531.0,124659.0,102005.0,,,,,,,,,,,,,,,,,,,,5947010_total
1111,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003013315.1_ASM301331v1,Bacillus,cereus,TG1-6,5417196,14697.0,,,,,,,,,,,,,,,,,,,,,,5431893_total
1113,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003568565.1_ASM356856v1,Bacillus,cereus,HBL-AI,5482892,546185.0,,,,,,,,,,,,,,,,,,,,,,6029077_total
1118,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006349715.2_ASM634971v2,Bacillus,cereus,A22,5310791,480744.0,93775.0,,,,,,,,,,,,,,,,,,,,,5885310_total
1119,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006349735.2_ASM634973v2,Bacillus,cereus,A24,5268018,471669.0,12241.0,,,,,,,,,,,,,,,,,,,,,5751928_total
1120,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006384875.1_ASM638487v1,Bacillus,cereus,FORC087,5271204,512032.0,80835.0,68982.0,,,,,,,,,,,,,,,,,,,,5933053_total
1121,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_008041975.1_ASM804197v1,Bacillus,cereus,G1-1,5544716,319829.0,,,,,,,,,,,,,,,,,,,,,,5864545_total
1122,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_009497015.2_ASM949701v2,Bacillus,cereus,SB1,5461537,584798.0,280820.0,13286.0,6941.0,,,,,,,,,,,,,,,,,,,6347382_total
1125,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_009739985.1_ASM973998v1,Bacillus,cereus,DLOU-Weihai,5291741,350199.0,,,,,,,,,,,,,,,,,,,,,,5641940_total
1127,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013177495.2_ASM1317749v2,Bacillus,cereus,CTMA_1571,5182254,500306.0,12588.0,,,,,,,,,,,,,,,,,,,,,5695148_total
1128,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013267235.1_ASM1326723v1,Bacillus,cereus,FDAARGOS_802,5342923,282009.0,238933.0,85879.0,61863.0,42470.0,9797.0,4688.0,,,,,,,,,,,,,,,,6068562_total
1129,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013267255.1_ASM1326725v1,Bacillus,cereus,FDAARGOS_799,5381556,480092.0,328123.0,,,,,,,,,,,,,,,,,,,,,6189771_total
1133,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013267775.1_ASM1326777v1,Bacillus,cereus,FDAARGOS_797,5413450,211003.0,,,,,,,,,,,,,,,,,,,,,,5624453_total
1134,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013284455.2_ASM1328445v2,Bacillus,cereus,HD2.4,5183312,503267.0,42073.0,11143.0,,,,,,,,,,,,,,,,,,,,5739795_total
1136,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013394245.1_ASM1339424v1,Bacillus,cereus,H2,5494368,104626.0,52601.0,,,,,,,,,,,,,,,,,,,,,5651595_total
1137,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016027015.1_ASM1602701v1,Bacillus,cereus,FDAARGOS_918,5270035,179678.0,,,,,,,,,,,,,,,,,,,,,,5449713_total
1140,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016774555.1_ASM1677455v1,Bacillus,cereus,21155,5549424,647739.0,41955.0,11091.0,7806.0,,,,,,,,,,,,,,,,,,,6258015_total
1141,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016774575.1_ASM1677457v1,Bacillus,cereus,AFA01,5367656,454251.0,9518.0,9190.0,3166.0,,,,,,,,,,,,,,,,,,,5843781_total
1142,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016917795.1_ASM1691779v1,Bacillus,cereus,VKM_B-370,5387595,334064.0,86748.0,13482.0,,,,,,,,,,,,,,,,,,,,5821889_total
1143,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018309125.1_ASM1830912v1,Bacillus,cereus,BC06,5211756,11661.0,8247.0,,,,,,,,,,,,,,,,,,,,,5231664_total
1144,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018309145.1_ASM1830914v1,Bacillus,cereus,BC07,5206228,76107.0,67348.0,50990.0,8455.0,,,,,,,,,,,,,,,,,,,5409128_total
1145,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018309165.1_ASM1830916v1,Bacillus,cereus,BC33,5325341,74277.0,50275.0,7465.0,,,,,,,,,,,,,,,,,,,,5457358_total
1146,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018884185.1_ASM1888418v1,Bacillus,cereus,CF4-51,5346135,375022.0,194776.0,77992.0,,,,,,,,,,,,,,,,,,,,5993925_total
1147,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_019704155.2_ASM1970415v2,Bacillus,cereus,HT18,5333415,358139.0,9518.0,9190.0,7215.0,3166.0,,,,,,,,,,,,,,,,,,5720643_total
1148,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021391515.1_ASM2139151v1,Bacillus,cereus,CPT56D-587-MTF,5668734,448451.0,99643.0,83506.0,83392.0,72739.0,70091.0,15910.0,5876.0,,,,,,,,,,,,,,,6548342_total
1149,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021442085.1_ASM2144208v1,Bacillus,cereus,NR1,5347477,73187.0,,,,,,,,,,,,,,,,,,,,,,5420664_total
1150,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021654875.1_ASM2165487v1,Bacillus,cereus,MRY14-0045,5373323,296592.0,,,,,,,,,,,,,,,,,,,,,,5669915_total
1151,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021654895.1_ASM2165489v1,Bacillus,cereus,MRY14-0057,5374664,301813.0,8319.0,,,,,,,,,,,,,,,,,,,,,5684796_total
1153,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021654935.1_ASM2165493v1,Bacillus,cereus,MRY14-0074,5250560,93825.0,77638.0,23000.0,15480.0,5214.0,4697.0,3164.0,,,,,,,,,,,,,,,,5473578_total
1154,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021654975.1_ASM2165497v1,Bacillus,cereus,MRY14-0079,5367909,303476.0,10097.0,8319.0,,,,,,,,,,,,,,,,,,,,5689801_total
1155,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021654995.1_ASM2165499v1,Bacillus,cereus,MRY14-0100,5203820,381877.0,18399.0,16685.0,16483.0,5376.0,4586.0,4560.0,,,,,,,,,,,,,,,,5651786_total
1157,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655035.1_ASM2165503v1,Bacillus,cereus,J1,5348515,327694.0,24527.0,22480.0,8220.0,5049.0,,,,,,,,,,,,,,,,,,5736485_total
1158,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655055.1_ASM2165505v1,Bacillus,cereus,J2,5241522,390037.0,212038.0,27888.0,6404.0,5256.0,4020.0,,,,,,,,,,,,,,,,,5887165_total
1159,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655135.1_ASM2165513v1,Bacillus,cereus,J7,5355432,350841.0,72412.0,37829.0,17430.0,13310.0,10230.0,9261.0,6885.0,5289.0,3940.0,3869.0,,,,,,,,,,,,5886728_total
1160,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655155.1_ASM2165515v1,Bacillus,cereus,J10,5342104,284675.0,44856.0,35290.0,3453.0,3089.0,,,,,,,,,,,,,,,,,,5713467_total
1161,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655175.1_ASM2165517v1,Bacillus,cereus,J39,5344852,324064.0,8220.0,5049.0,,,,,,,,,,,,,,,,,,,,5682185_total
1162,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655195.1_ASM2165519v1,Bacillus,cereus,J51,5350395,324328.0,64134.0,22468.0,8316.0,8216.0,5287.0,5049.0,,,,,,,,,,,,,,,,5788193_total
1163,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655215.1_ASM2165521v1,Bacillus,cereus,J62,5459613,285224.0,48659.0,6561.0,4632.0,3940.0,,,,,,,,,,,,,,,,,,5808629_total
1165,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655255.1_ASM2165525v1,Bacillus,cereus,30040,5357266,8319.0,8228.0,,,,,,,,,,,,,,,,,,,,,5373813_total
1167,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655295.1_ASM2165529v1,Bacillus,cereus,30048,5349609,330552.0,93820.0,7635.0,4697.0,,,,,,,,,,,,,,,,,,,5786313_total
1168,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655315.1_ASM2165531v1,Bacillus,cereus,30052,5269264,327787.0,262361.0,76620.0,8033.0,8027.0,4987.0,4697.0,,,,,,,,,,,,,,,,5961776_total
1169,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655335.1_ASM2165533v1,Bacillus,cereus,30075,5759674,62286.0,31192.0,8319.0,8229.0,5049.0,,,,,,,,,,,,,,,,,,5874749_total
1170,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021655355.1_ASM2165535v1,Bacillus,cereus,30077,5358892,245541.0,53361.0,8319.0,8230.0,,,,,,,,,,,,,,,,,,,5674343_total
1171,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022699365.1_ASM2269936v1,Bacillus,cereus,AH7-7,5328700,461035.0,,,,,,,,,,,,,,,,,,,,,,5789735_total
1172,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022700995.1_ASM2270099v1,Bacillus,cereus,N435-1,5424667,463719.0,254903.0,79932.0,,,,,,,,,,,,,,,,,,,,6223221_total
1173,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_023008425.1_ASM2300842v1,Bacillus,cereus,SEM-15,5259723,537825.0,265959.0,54444.0,13519.0,,,,,,,,,,,,,,,,,,,6131470_total
1174,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_023094015.1_ASM2309401v1,Bacillus,cereus,CDHWZ7,5592411,42662.0,13710.0,,,,,,,,,,,,,,,,,,,,,5648783_total
1175,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_023516415.1_ASM2351641v1,Bacillus,cereus,DQ01,5322598,393127.0,28180.0,,,,,,,,,,,,,,,,,,,,,5743905_total
1176,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_024299105.1_ASM2429910v1,Bacillus,cereus,MB1,5327038,411764.0,39154.0,,,,,,,,,,,,,,,,,,,,,5777956_total
1177,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_024498915.1_ASM2449891v1,Bacillus,cereus,GSICC_30237,5390964,54650.0,12581.0,11728.0,,,,,,,,,,,,,,,,,,,,5469923_total
3040,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000832805.1_ASM83280v1,Bacillus,cereus,G9241,5267792,209255.0,190860.0,52166.0,,,,,,,,,,,,,,,,,,,,5720073_total
3065,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000011625.1_ASM1162v1,Bacillus,cereus,E33L,5300915,466370.0,53501.0,9150.0,8191.0,5108.0,,,,,,,,,,,,,,,,,,5843235_total
3141,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000283675.1_ASM28367v1,Bacillus,cereus,NC7401,5221581,270082.0,47972.0,5436.0,3869.0,3091.0,,,,,,,,,,,,,,,,,,5552031_total
3164,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000239195.1_ASM23919v1,Bacillus,cereus,F837/76,5222906,55304.0,10288.0,,,,,,,,,,,,,,,,,,,,,5288498_total
3217,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000021305.1_ASM2130v1,Bacillus,cereus,G9842,5387334,209488.0,140001.0,,,,,,,,,,,,,,,,,,,,,5736823_total
3219,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000021225.1_ASM2122v1,Bacillus,cereus,AH187,5269030,270082.0,45173.0,12481.0,3091.0,,,,,,,,,,,,,,,,,,,5599857_total
3220,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000021785.1_ASM2178v1,Bacillus,cereus,AH820,5302683,272145.0,10915.0,3091.0,,,,,,,,,,,,,,,,,,,,5588834_total
3575,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000832845.1_ASM83284v1,Bacillus,cereus,ATCC_4342,5269496,36802.0,,,,,,,,,,,,,,,,,,,,,,5306298_total
3673,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000143605.1_ASM14360v1,Bacillus,cereus,CI,5196054,181907.0,94469.0,14219.0,,,,,,,,,,,,,,,,,,,,5486649_total
3849,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002224345.1_ASM222434v1,Bacillus,cereus,C1L,5312355,715614.0,10473.0,9105.0,,,,,,,,,,,,,,,,,,,,6047547_total
4013,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000292415.1_ASM29241v1,Bacillus,cereus,FRI-35,5083176,218786.0,40993.0,36273.0,3091.0,,,,,,,,,,,,,,,,,,,5382319_total
3119,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000017425.1_ASM1742v1,Bacillus,cytotoxicus,NVH_391-98,4087024,7135.0,,,,,,,,,,,,,,,,,,,,,,4094159_total
3643,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002250885.2_ASM225088v2,Bacillus,cytotoxicus,CH_38,4215994,83528.0,53101.0,,,,,,,,,,,,,,,,,,,,,4352623_total
3644,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002250905.2_ASM225090v2,Bacillus,cytotoxicus,CH_25,4225378,67318.0,53029.0,,,,,,,,,,,,,,,,,,,,,4345725_total
3646,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002250945.2_ASM225094v2,Bacillus,cytotoxicus,CH_13,4082665,79732.0,,,,,,,,,,,,,,,,,,,,,,4162397_total
3653,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017909015.1_ASM1790901v1,Bacillus,cytotoxicus,SM2.8,4246825,11640.0,11581.0,,,,,,,,,,,,,,,,,,,,,4270046_total
3654,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017909135.1_ASM1790913v1,Bacillus,cytotoxicus,SM1.1,4205726,51478.0,43118.0,11640.0,11581.0,,,,,,,,,,,,,,,,,,,4323543_total
3655,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017909235.1_ASM1790923v1,Bacillus,cytotoxicus,PDT2.12,4242488,44141.0,,,,,,,,,,,,,,,,,,,,,,4286629_total
3656,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017909295.1_ASM1790929v1,Bacillus,cytotoxicus,E28.3,4198865,79734.0,14402.0,3662.0,3421.0,,,,,,,,,,,,,,,,,,,4300084_total
3657,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017909395.1_ASM1790939v1,Bacillus,cytotoxicus,E17.4,4049237,11673.0,,,,,,,,,,,,,,,,,,,,,,4060910_total
4352,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004103615.1_ASM410361v1,Bacillus,glycinifermentans,SRCM103574,4744953,65273.0,,,,,,,,,,,,,,,,,,,,,,4810226_total
1182,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002074095.1_ASM207409v1,Bacillus,licheniformis,SCDB_14,4136986,205480.0,,,,,,,,,,,,,,,,,,,,,,4342466_total
1185,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002173675.1_ASM217367v1,Bacillus,licheniformis,SRCM100141,4544416,205000.0,75043.0,,,,,,,,,,,,,,,,,,,,,4824459_total
1186,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002174255.1_ASM217425v1,Bacillus,licheniformis,SRCM100027,4326347,100616.0,11529.0,,,,,,,,,,,,,,,,,,,,,4438492_total
1192,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003595625.1_ASM359562v1,Bacillus,licheniformis,TAB7,4367367,42138.0,31204.0,,,,,,,,,,,,,,,,,,,,,4440709_total
1193,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003606405.1_ASM360640v1,Bacillus,licheniformis,MT-B06,4440765,49781.0,,,,,,,,,,,,,,,,,,,,,,4490546_total
1195,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004101525.1_ASM410152v1,Bacillus,licheniformis,SRCM103914,4231149,212467.0,27664.0,,,,,,,,,,,,,,,,,,,,,4471280_total
1196,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004103575.1_ASM410357v1,Bacillus,licheniformis,SRCM103529,4420863,96005.0,,,,,,,,,,,,,,,,,,,,,,4516868_total
1204,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_009662395.1_ASM966239v1,Bacillus,licheniformis,P8_B2,4343379,9150.0,,,,,,,,,,,,,,,,,,,,,,4352529_total
1206,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016026835.1_ASM1602683v1,Bacillus,licheniformis,FDAARGOS_923,4534328,62183.0,37079.0,31335.0,28444.0,,,,,,,,,,,,,,,,,,,4693369_total
1207,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016126875.1_ASM1612687v1,Bacillus,licheniformis,H2,4180526,27165.0,24810.0,,,,,,,,,,,,,,,,,,,,,4232501_total
4516,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_009739945.1_ASM973994v1,Bacillus,luti,FJ,5202942,51945.0,35986.0,24358.0,,,,,,,,,,,,,,,,,,,,5315231_total
1502,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_023278615.1_ASM2327861v1,Bacillus,methanolicus,DFS2,3540451,20199.0,,,,,,,,,,,,,,,,,,,,,,3560650_total
3782,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000724485.1_ASM72448v1,Bacillus,methanolicus,MGA3,3337035,68999.0,19174.0,,,,,,,,,,,,,,,,,,,,,3425208_total
1214,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000832605.1_ASM83260v1,Bacillus,mycoides,ATCC_6462,5255868,360889.0,10361.0,9935.0,,,,,,,,,,,,,,,,,,,,5637053_total
1215,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002104575.1_ASM210457v1,Bacillus,mycoides,Gnyt1,5597907,460379.0,114265.0,102550.0,82671.0,73408.0,64682.0,51563.0,10665.0,,,,,,,,,,,,,,,6558090_total
1216,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_008274925.1_ASM827492v1,Bacillus,mycoides,BPN401,5369163,394614.0,50441.0,41246.0,37069.0,36372.0,10545.0,,,,,,,,,,,,,,,,,5939450_total
1217,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736705.1_ASM1873670v1,Bacillus,mycoides,BPN03/1,5010935,321896.0,210021.0,15401.0,11177.0,10858.0,9615.0,9219.0,3777.0,,,,,,,,,,,,,,,5602899_total
1218,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736725.1_ASM1873672v1,Bacillus,mycoides,BPN07/3,5145716,361734.0,232664.0,,,,,,,,,,,,,,,,,,,,,5740114_total
1219,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736745.1_ASM1873674v1,Bacillus,mycoides,BPN09/1,5340691,397298.0,249030.0,107498.0,10667.0,10279.0,10154.0,8741.0,,,,,,,,,,,,,,,,6134358_total
1221,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739305.1_ASM1873930v1,Bacillus,mycoides,BPN121,5243491,396505.0,63697.0,33318.0,7523.0,6900.0,,,,,,,,,,,,,,,,,,5751434_total
1222,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739365.1_ASM1873936v1,Bacillus,mycoides,BPN211,5265340,511214.0,33317.0,,,,,,,,,,,,,,,,,,,,,5809871_total
1223,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739385.1_ASM1873938v1,Bacillus,mycoides,BPN29/1,5642477,65061.0,9479.0,5263.0,2511.0,1865.0,1806.0,,,,,,,,,,,,,,,,,5728462_total
1224,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739445.1_ASM1873944v1,Bacillus,mycoides,BPN36/2,5347123,538903.0,14792.0,,,,,,,,,,,,,,,,,,,,,5900818_total
1225,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739485.1_ASM1873948v1,Bacillus,mycoides,BPN36/3,5215878,481187.0,,,,,,,,,,,,,,,,,,,,,,5697065_total
1227,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739525.1_ASM1873952v1,Bacillus,mycoides,BPN37/2,5490503,371005.0,77113.0,9322.0,8128.0,,,,,,,,,,,,,,,,,,,5956071_total
1228,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739545.1_ASM1873954v1,Bacillus,mycoides,BPN43/2,5205885,400360.0,75408.0,50285.0,9479.0,,,,,,,,,,,,,,,,,,,5741417_total
1229,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739625.1_ASM1873962v1,Bacillus,mycoides,BPN51/1,5281951,318875.0,123831.0,37113.0,9651.0,7927.0,,,,,,,,,,,,,,,,,,5779348_total
1230,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739645.1_ASM1873964v1,Bacillus,mycoides,BPN52/2,5266779,479471.0,52582.0,,,,,,,,,,,,,,,,,,,,,5798832_total
1231,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739665.1_ASM1873966v1,Bacillus,mycoides,BPN54/2,5208286,419002.0,232193.0,65006.0,11300.0,7631.0,7590.0,5420.0,,,,,,,,,,,,,,,,5956428_total
1232,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739685.1_ASM1873968v1,Bacillus,mycoides,BPN57/2,5067631,369824.0,92054.0,8597.0,8039.0,8013.0,,,,,,,,,,,,,,,,,,5554158_total
1233,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739705.1_ASM1873970v1,Bacillus,mycoides,JAS014,5146518,185643.0,10504.0,,,,,,,,,,,,,,,,,,,,,5342665_total
1235,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741005.1_ASM1874100v1,Bacillus,mycoides,BPN58/4,5248764,437823.0,211646.0,53401.0,,,,,,,,,,,,,,,,,,,,5951634_total
1237,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741145.1_ASM1874114v1,Bacillus,mycoides,JAS06/1,5361170,487389.0,87819.0,10379.0,2953.0,1832.0,1615.0,,,,,,,,,,,,,,,,,5953157_total
1238,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741165.1_ASM1874116v1,Bacillus,mycoides,JAS06/3,5348830,233674.0,207206.0,46669.0,19880.0,9480.0,,,,,,,,,,,,,,,,,,5865739_total
1239,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741465.1_ASM1874146v1,Bacillus,mycoides,JAS1004,5407642,506603.0,198488.0,77756.0,48337.0,36057.0,16651.0,13386.0,12044.0,11669.0,9638.0,,,,,,,,,,,,,6338271_total
1240,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741505.1_ASM1874150v1,Bacillus,mycoides,JAS12/5,5233313,205891.0,30759.0,11239.0,9412.0,,,,,,,,,,,,,,,,,,,5490614_total
1241,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741565.1_ASM1874156v1,Bacillus,mycoides,JAS23/1,5313017,508817.0,,,,,,,,,,,,,,,,,,,,,,5821834_total
